,epochs,base_train_losses,base_test_losses,train_losses,test_losses,centered_train_losses,centered_test_losses
48,49,1496.9174265532356,1351.5022747505366,1351.5083163676993,1487.3560899029615,-145.4091101855363,135.8538151524249
49,50,1487.350088089569,1319.4821319873251,1319.4882446494298,1477.4088155790537,-167.86184344013918,157.92668359172853
50,51,1477.404255917726,1528.2778410096114,1528.2849208953962,1526.6118207158627,50.88066497767022,-1.6660202937487156
51,52,1526.6059157091559,1489.091621778697,1489.098637750901,1477.0030122356445,-37.50727795825492,-12.088609543052371
52,53,1476.9971779398923,1435.5247968340693,1435.5317157800068,1424.4758417799483,-41.46546215988542,-11.048955054121052
53,54,1424.4700692245515,1377.1700420190346,1377.176884582157,1377.771160215323,-47.29318464239441,0.601118196288553
54,55,1377.765414018749,1323.280327877685,1323.2871380473189,1339.2211635306205,-54.478275971430094,15.940835652935448
55,56,1339.21539983947,1275.9130994870084,1275.9199249937549,1307.1679963906065,-63.295474845715034,31.254896903598137
56,57,1307.1621717241233,1235.595878877383,1235.602764671702,1281.8217033552985,-71.5594070524212,46.22582447791547
57,58,1281.8157742909486,1197.8177898680465,1197.824780856284,1258.3507047474363,-83.99099343466469,60.532914879389864
58,59,1258.3446261891331,1165.109641261796,1165.1167856926422,1240.972462714755,-93.2278404964909,75.862821452959
59,60,1240.9661880303365,1132.5386811837063,1132.5460313907606,1232.737133326882,-108.42015663957591,100.1984521431757
